data_point_id,source_paper,source_doi,feedstock_type,feedstock_category,feedstock_cellulose_pct,feedstock_hemicellulose_pct,feedstock_lignin_pct,feedstock_moisture_pct,feedstock_ash_pct,pyrolysis_temp_C,heating_rate_C_min,residence_time_h,pyrolysis_atmosphere,BET_surface_area_m2g,total_pore_volume_cm3g,micropore_volume_cm3g,mesopore_volume_cm3g,avg_pore_diameter_nm,C_pct,H_pct,N_pct,O_pct,H_C_molar_ratio,O_C_molar_ratio,pH,modification_type,Fe_loading_pct,modification_concentration_M,Qmax_Pb2_mg_g,Qmax_Cd2_mg_g,Qmax_Cr6_mg_g,Qmax_As3_mg_g,CO2_capacity_mmol_g,solution_pH,adsorbent_dosage_g_L,initial_metal_conc_mg_L,contact_time_h,temperature_C
DP-0335,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,42.4,18.7,5.0,10.4,10.5,500,5,4.0,N2,374.3,0.1933,0.0317,0.1616,2.1,60.1,3.9,1.72,23.8,0.779,0.297,7.7,None,0.0,0.0,104.6,77.6,34.7,38.0,2.55,5.0,5.0,50,6,25
DP-0336,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Palm kernel shell,Woody,37.7,34.0,20.6,5.0,9.6,600,5,4.0,N2,550.1,0.3345,0.2455,0.089,2.4,59.5,3.2,1.29,26.4,0.645,0.333,9.6,None,0.0,0.0,114.6,107.9,36.9,64.4,3.68,5.0,2.0,10,6,25
DP-0337,Shen_2024,10.1016/j.jhazmat.2024.133442,Pine wood,Woody,35.7,35.7,15.9,6.2,15.6,550,10,1.0,N2,314.6,0.2067,0.0528,0.1539,2.6,60.4,4.0,0.66,19.3,0.795,0.24,9.8,N-doping,0.0,1.41,107.9,89.0,5.2,53.5,1.5,8.0,2.0,200,12,25
DP-0338,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Pine wood,Woody,28.5,22.2,15.4,7.6,7.1,450,20,1.5,N2,232.8,0.2222,0.0507,0.1715,3.8,56.9,4.4,2.2,29.4,0.928,0.388,7.9,N-doping,0.0,0.11,134.1,75.2,33.1,67.2,2.08,6.0,5.0,50,6,40
DP-0339,Shen_2024,10.1016/j.jhazmat.2024.133442,Miscanthus,Agricultural,46.4,38.5,15.9,13.0,5.1,650,5,1.0,N2,467.8,0.3414,0.1475,0.1939,2.9,58.9,2.8,0.45,32.8,0.57,0.418,8.5,None,0.0,0.0,139.8,99.7,30.0,80.8,2.87,6.5,1.0,100,24,25
DP-0340,Shen_2024,10.1016/j.jhazmat.2024.133442,Wheat straw,Agricultural,29.0,28.0,35.4,10.2,12.6,550,5,2.0,N2,310.8,0.1953,0.0824,0.1129,2.5,52.8,4.8,0.92,28.9,1.091,0.411,9.4,Acid-treatment,0.0,1.6,120.5,131.5,55.6,67.1,1.95,5.0,10.0,50,24,30
DP-0341,Shen_2024,10.1016/j.jhazmat.2024.133442,Coffee grounds,Agricultural,30.0,21.9,21.8,10.0,19.9,300,20,1.5,N2,188.6,0.1316,0.0515,0.0801,2.8,41.7,6.7,0.8,30.9,1.928,0.556,8.4,None,0.0,0.0,117.2,75.8,21.9,72.0,0.61,9.0,1.0,10,2,35
DP-0342,Yuan_2021,10.1021/acs.est.1c01849,Poultry litter,Waste,38.1,30.4,36.5,10.2,7.6,500,10,2.0,Ar,375.5,0.2559,0.0522,0.2037,2.7,57.9,4.7,2.05,27.8,0.974,0.36,9.3,None,0.0,0.0,151.1,105.5,37.6,50.9,2.14,7.0,2.0,200,4,20
DP-0343,Ma_2023,10.1016/j.seppur.2022.122521,Rice husk,Agricultural,29.8,30.6,14.4,7.7,12.7,400,10,3.0,N2,210.6,0.154,0.0347,0.1193,2.9,53.2,5.0,2.02,27.1,1.128,0.382,9.0,Fe-loading,11.9,0.0,191.5,135.3,67.9,95.0,1.58,5.5,5.0,100,6,25
DP-0344,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Sewage sludge,Waste,49.0,21.4,33.3,6.4,2.9,300,5,3.0,N2,162.9,0.1263,0.0537,0.0726,3.1,48.1,5.5,0.62,42.9,1.372,0.669,7.1,Fe-loading,1.5,0.0,147.9,125.5,65.6,75.4,0.23,8.0,5.0,100,24,25
DP-0345,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sawdust,Woody,15.0,20.8,37.0,6.6,5.5,450,10,0.5,CO2,262.3,0.2127,0.0366,0.1761,3.2,44.2,4.8,1.48,44.0,1.303,0.747,8.8,None,0.0,0.0,148.0,149.7,54.2,82.4,2.34,6.0,5.0,100,1,25
DP-0346,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Walnut shell,Woody,25.9,21.8,23.8,5.1,4.6,700,5,2.0,N2,541.6,0.3155,0.1981,0.1174,2.3,67.4,2.5,0.71,24.8,0.445,0.276,9.1,MnO2,0.0,1.78,132.9,101.1,41.4,69.5,3.84,6.0,10.0,100,12,25
DP-0347,Shen_2024,10.1016/j.jhazmat.2024.133442,Soybean straw,Agricultural,51.3,12.3,14.7,13.0,5.8,350,10,1.0,N2,150.3,0.2082,0.0668,0.1414,5.5,49.2,4.0,1.04,40.0,0.976,0.61,7.1,N-doping,0.0,0.5,140.9,109.8,25.1,98.6,1.25,6.5,4.0,100,4,25
DP-0348,Yuan_2021,10.1021/acs.est.1c01849,Peanut shell,Agricultural,41.4,28.3,21.3,6.5,10.5,750,20,1.0,N2,532.9,0.3172,0.0911,0.2261,2.4,72.9,2.5,1.58,12.5,0.412,0.129,9.4,None,0.0,0.0,131.3,85.8,27.7,51.8,3.64,7.0,10.0,20,1,40
DP-0349,Long_2024,10.1016/j.chemosphere.2024.141584,Rice husk,Agricultural,34.3,16.4,15.7,5.0,5.4,600,15,2.0,N2,380.9,0.2748,0.1608,0.114,2.9,60.5,3.8,4.04,26.3,0.754,0.326,10.4,N-doping,0.0,1.99,117.2,91.4,48.9,80.8,3.11,8.0,2.0,50,4,30
DP-0350,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,33.5,21.2,22.9,3.2,0.8,600,5,4.0,N2,385.1,0.2849,0.1877,0.0972,3.0,60.1,2.5,0.55,36.1,0.499,0.45,9.1,None,0.0,0.0,132.2,120.2,50.7,70.2,2.98,6.5,4.0,10,4,20
DP-0351,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Coffee grounds,Agricultural,32.3,30.8,25.4,12.6,8.4,450,15,2.0,CO2,224.5,0.1636,0.0554,0.1082,2.9,54.2,4.3,1.49,31.6,0.952,0.437,9.1,None,0.0,0.0,95.9,131.7,25.9,69.9,2.46,5.0,1.0,10,12,25
DP-0352,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Neem leaves,Agricultural,58.0,18.4,6.9,11.4,4.4,650,5,1.5,N2,392.7,0.2852,0.17,0.1152,2.9,65.7,3.2,5.78,20.9,0.584,0.239,9.2,None,0.0,0.0,92.5,84.1,33.0,73.3,4.23,6.5,5.0,100,2,25
DP-0353,Long_2024,10.1016/j.chemosphere.2024.141584,Soybean straw,Agricultural,44.4,20.7,17.2,9.9,11.6,300,1,1.5,N2,166.2,0.1518,0.0263,0.1255,3.7,59.3,5.1,0.62,23.4,1.032,0.296,7.7,Fe-loading,7.5,0.0,122.8,117.9,32.8,61.7,0.39,6.0,4.0,500,2,20
DP-0354,Yuan_2021,10.1021/acs.est.1c01849,Hickory wood,Woody,33.5,30.4,24.3,6.5,5.9,400,3,2.0,CO2,239.6,0.1766,0.0489,0.1277,2.9,61.6,3.9,5.83,22.8,0.76,0.278,8.5,None,0.0,0.0,81.6,100.4,24.4,34.0,2.26,3.0,4.0,200,12,25
DP-0355,Shen_2024,10.1016/j.jhazmat.2024.133442,Peanut shell,Agricultural,24.1,10.5,19.4,7.8,10.5,500,1,4.0,Ar,347.6,0.201,0.0628,0.1382,2.3,58.0,4.3,2.2,25.0,0.89,0.323,8.1,Fe-loading,13.6,0.0,182.2,167.6,53.5,96.1,2.1,7.0,1.0,20,4,40
DP-0356,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,52.3,11.0,15.8,7.7,10.1,500,5,2.0,N2,385.4,0.2509,0.1036,0.1473,2.6,67.0,2.7,1.62,18.6,0.484,0.208,8.7,Base-treatment,0.0,0.78,119.4,78.8,40.4,49.1,2.83,6.0,10.0,200,4,25
DP-0357,Palansooriya_2022,10.1021/acs.est.1c08302,Coconut shell,Woody,40.9,27.6,5.0,8.8,1.0,300,10,1.0,N2,209.9,0.1486,0.0237,0.1249,2.8,47.0,4.6,4.33,43.1,1.174,0.688,8.9,None,0.0,0.0,168.0,126.3,40.1,86.0,1.23,8.0,4.0,100,6,30
DP-0358,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Peanut shell,Agricultural,32.9,25.0,29.8,3.7,18.0,500,5,1.0,N2,365.6,0.2433,0.0501,0.1932,2.7,63.8,4.1,1.21,12.9,0.771,0.152,9.1,Fe-loading,14.7,0.0,179.7,117.5,50.6,95.6,1.85,5.5,2.0,20,2,30
DP-0359,Ma_2023,10.1016/j.seppur.2022.122521,Palm kernel shell,Woody,35.5,26.6,33.1,5.7,13.9,700,5,3.0,N2,538.5,0.326,0.1184,0.2076,2.4,54.0,4.0,4.56,23.5,0.889,0.326,10.2,None,0.0,0.0,111.0,84.4,28.2,73.8,4.7,4.0,2.0,50,24,25
DP-0360,Yuan_2021,10.1021/acs.est.1c01849,Sawdust,Woody,34.2,20.1,17.6,2.0,10.0,550,5,0.5,N2,294.5,0.1648,0.0722,0.0926,2.2,57.7,4.3,6.03,22.0,0.894,0.286,8.2,None,0.0,0.0,79.6,89.8,34.7,31.9,3.88,5.5,5.0,10,48,30
DP-0361,Yuan_2021,10.1021/acs.est.1c01849,Bamboo,Woody,51.8,24.4,32.6,8.5,20.3,500,15,4.0,N2,328.5,0.2385,0.1051,0.1334,2.9,57.3,2.9,1.36,18.1,0.607,0.237,9.1,Base-treatment,0.0,1.09,110.3,76.6,36.9,58.4,3.49,5.5,1.0,50,2,25
DP-0362,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Pine wood,Woody,31.9,22.3,6.7,9.1,9.3,350,5,1.5,Ar,219.2,0.169,0.0423,0.1267,3.1,52.0,4.9,1.16,32.6,1.131,0.47,7.6,None,0.0,0.0,122.0,104.1,51.6,73.6,2.2,5.5,2.0,50,24,50
DP-0363,Long_2024,10.1016/j.chemosphere.2024.141584,Corn stover,Agricultural,54.2,21.0,15.3,7.7,10.3,550,10,1.0,CO2,310.3,0.2184,0.1578,0.0606,2.8,66.8,2.7,2.07,18.1,0.485,0.203,9.5,None,0.0,0.0,119.9,86.1,16.2,46.0,3.64,5.5,5.0,50,12,40
DP-0364,Sun_2022,10.1016/j.scitotenv.2022.154668,Corn stover,Agricultural,37.8,30.9,14.5,8.6,10.8,550,5,2.0,CO2,329.4,0.2159,0.1575,0.0584,2.6,49.1,4.1,0.77,35.2,1.002,0.538,10.0,Acid-treatment,0.0,1.4,157.3,111.0,32.2,79.0,2.86,9.0,1.0,100,4,35
DP-0365,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,39.0,24.2,15.2,7.1,8.0,650,5,2.0,N2,328.5,0.2523,0.122,0.1303,3.1,56.8,2.6,1.74,30.9,0.549,0.408,9.8,None,0.0,0.0,108.7,95.2,28.8,55.7,2.95,7.0,4.0,20,6,35
DP-0366,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Corn stover,Agricultural,32.4,22.4,11.3,8.0,6.4,600,30,3.0,Ar,431.4,0.2294,0.1646,0.0648,2.1,63.5,4.1,3.8,22.2,0.775,0.262,8.9,None,0.0,0.0,103.8,86.9,36.0,63.1,3.86,6.5,2.0,500,2,30
DP-0367,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Eucalyptus,Woody,50.0,12.2,23.1,4.4,11.8,500,10,1.0,Ar,264.7,0.1743,0.077,0.0973,2.6,59.6,4.1,0.69,23.8,0.826,0.299,8.0,None,0.0,0.0,124.7,67.8,27.7,81.1,1.84,7.0,2.0,100,4,30
DP-0368,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Wheat straw,Agricultural,36.8,19.2,9.6,3.6,4.9,500,5,2.0,N2,287.3,0.2306,0.0375,0.1931,3.2,59.2,3.1,0.26,32.5,0.628,0.412,8.4,None,0.0,0.0,152.5,110.3,51.6,63.7,1.54,6.5,5.0,500,48,35
DP-0369,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Oak wood,Woody,57.6,14.2,10.1,4.5,6.6,400,5,3.0,N2,325.6,0.1457,0.0407,0.105,1.8,59.2,4.6,0.84,28.8,0.932,0.365,7.5,Fe-loading,7.1,0.0,175.0,126.7,41.2,102.0,1.43,6.5,2.0,50,12,20
DP-0370,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Rice husk,Agricultural,53.6,25.7,25.6,9.3,2.0,800,10,4.0,N2,562.9,0.3193,0.2378,0.0815,2.3,75.9,1.9,0.57,19.6,0.3,0.194,10.0,None,0.0,0.0,140.7,94.6,42.7,57.6,4.11,7.0,4.0,50,1,30
DP-0371,Ma_2023,10.1016/j.seppur.2022.122521,Rice husk,Agricultural,26.0,27.1,26.9,4.7,7.3,400,10,2.0,N2,229.4,0.1538,0.0267,0.1271,2.7,51.7,5.2,1.26,34.5,1.207,0.5,7.3,Base-treatment,0.0,1.39,110.4,119.2,41.6,57.9,1.54,5.5,4.0,100,6,30
DP-0372,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Oak wood,Woody,48.1,18.3,10.0,2.7,13.5,550,20,1.0,CO2,370.0,0.2461,0.1289,0.1172,2.7,54.6,2.1,1.3,28.5,0.462,0.391,7.8,Fe-loading,8.8,0.0,161.9,130.1,44.0,94.8,1.98,6.5,2.0,100,4,25
DP-0373,Sun_2022,10.1016/j.scitotenv.2022.154668,Sawdust,Woody,20.1,23.7,35.8,7.6,10.8,500,10,1.5,N2,363.0,0.25,0.0824,0.1676,2.8,43.6,3.8,1.08,40.7,1.046,0.7,8.7,None,0.0,0.0,143.1,127.6,51.8,90.0,2.83,7.0,4.0,100,12,30
DP-0374,Shen_2024,10.1016/j.jhazmat.2024.133442,Corn stover,Agricultural,31.1,15.1,23.3,10.4,7.6,300,3,2.0,N2,271.8,0.207,0.0814,0.1256,3.0,43.1,6.6,0.92,41.8,1.838,0.727,8.6,None,0.0,0.0,134.0,109.0,45.8,94.1,1.18,8.0,2.0,20,4,25
DP-0375,Palansooriya_2022,10.1021/acs.est.1c08302,Corn stover,Agricultural,52.3,25.3,28.0,3.5,14.0,500,5,3.0,N2,371.7,0.2155,0.037,0.1785,2.3,55.7,4.1,0.74,25.5,0.883,0.343,8.4,None,0.0,0.0,105.1,108.4,23.0,52.8,2.41,6.5,4.0,50,4,30
DP-0376,Shen_2024,10.1016/j.jhazmat.2024.133442,Hickory wood,Woody,51.9,28.6,28.3,5.2,17.0,350,5,1.0,N2,243.7,0.2015,0.0368,0.1647,3.3,45.3,5.5,0.88,31.3,1.457,0.518,7.5,Base-treatment,0.0,0.87,147.9,114.4,20.3,56.1,1.44,8.0,4.0,10,6,20
DP-0377,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sawdust,Woody,38.1,20.4,16.8,9.1,4.6,400,5,2.0,N2,191.0,0.1941,0.0845,0.1096,4.1,55.9,4.7,0.98,33.8,1.009,0.453,7.4,None,0.0,0.0,145.4,88.9,40.2,70.4,1.73,7.0,5.0,100,24,30
DP-0378,Sun_2022,10.1016/j.scitotenv.2022.154668,Sewage sludge,Waste,15.4,25.6,13.7,11.2,0.5,450,30,1.0,N2,349.9,0.2356,0.0768,0.1588,2.7,53.0,5.3,1.8,39.4,1.2,0.558,7.3,N-doping,0.0,1.27,134.2,114.8,44.3,85.8,1.82,3.0,0.5,50,12,30
DP-0379,Yuan_2021,10.1021/acs.est.1c01849,Palm kernel shell,Woody,42.3,24.1,25.0,4.6,1.0,600,5,1.5,N2,474.5,0.2748,0.1337,0.1411,2.3,52.8,4.0,2.32,39.9,0.909,0.567,9.3,None,0.0,0.0,137.0,131.3,43.2,97.5,3.92,4.0,2.0,50,48,25
DP-0380,Shen_2024,10.1016/j.jhazmat.2024.133442,Bamboo,Woody,26.2,24.3,11.7,8.5,11.2,400,15,0.5,N2,254.5,0.1681,0.034,0.1341,2.6,48.2,3.7,0.37,36.5,0.921,0.568,8.7,None,0.0,0.0,111.5,94.5,36.0,85.4,1.19,6.0,2.0,20,6,25
DP-0381,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Wheat straw,Agricultural,65.0,13.1,34.8,7.9,4.0,450,5,2.0,N2,294.9,0.2073,0.084,0.1233,2.8,50.4,4.0,1.75,39.8,0.952,0.592,8.0,None,0.0,0.0,163.2,140.6,48.6,74.3,2.13,6.0,1.0,500,6,30
DP-0382,Shen_2024,10.1016/j.jhazmat.2024.133442,Sewage sludge,Waste,23.8,25.6,28.6,9.9,4.9,350,3,1.0,N2,361.7,0.2379,0.0476,0.1903,2.6,63.5,5.0,1.56,25.0,0.945,0.295,7.6,None,0.0,0.0,92.7,86.6,37.8,65.1,2.54,6.0,5.0,100,24,30
DP-0383,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Soybean straw,Agricultural,15.0,24.0,16.8,8.4,13.5,400,10,4.0,N2,247.2,0.1484,0.0454,0.103,2.4,41.0,5.6,1.94,38.0,1.639,0.695,9.0,None,0.0,0.0,136.6,136.5,29.5,85.9,2.71,4.0,1.0,50,4,30
DP-0384,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sewage sludge,Waste,35.5,22.7,26.7,10.7,1.5,550,1,1.0,N2,352.5,0.1957,0.0607,0.135,2.2,58.8,4.1,4.3,31.3,0.837,0.399,6.9,None,0.0,0.0,154.0,89.6,43.0,87.4,3.99,9.0,5.0,200,2,40
DP-0385,Long_2024,10.1016/j.chemosphere.2024.141584,Corncob,Agricultural,34.8,25.1,14.7,9.8,3.5,700,5,3.0,Ar,428.8,0.264,0.0693,0.1947,2.5,65.3,2.6,2.53,26.1,0.478,0.3,10.2,None,0.0,0.0,121.4,98.2,44.8,73.5,2.41,6.5,4.0,20,48,30
DP-0386,Yuan_2021,10.1021/acs.est.1c01849,Water hyacinth,Waste,28.6,18.2,33.9,8.8,9.9,550,5,1.5,N2,416.9,0.2241,0.1093,0.1148,2.2,64.9,2.8,0.59,21.8,0.518,0.252,9.5,N-doping,0.0,0.97,95.1,120.0,53.3,60.9,2.69,5.0,5.0,20,24,25
DP-0387,Long_2024,10.1016/j.chemosphere.2024.141584,Switchgrass,Agricultural,32.7,24.6,7.7,9.8,12.3,450,5,4.0,N2,243.6,0.2203,0.0701,0.1502,3.6,64.2,4.6,2.05,16.8,0.86,0.196,9.0,Base-treatment,0.0,1.91,83.1,89.6,27.3,61.0,2.48,8.0,1.0,20,6,30
DP-0388,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,43.4,34.1,13.6,5.4,6.6,600,5,4.0,N2,378.6,0.2118,0.1402,0.0716,2.2,50.6,2.8,3.4,36.6,0.664,0.542,10.1,MnO2,0.0,1.9,150.5,112.8,45.5,104.9,3.28,6.0,1.0,100,12,40
DP-0389,Ma_2023,10.1016/j.seppur.2022.122521,Rice husk,Agricultural,38.9,18.9,24.2,4.3,3.3,550,5,2.0,N2,369.1,0.2113,0.0647,0.1466,2.3,58.4,3.7,1.39,33.2,0.76,0.426,10.0,None,0.0,0.0,151.4,112.5,39.6,106.7,2.81,6.0,0.5,50,2,25
DP-0390,Palansooriya_2022,10.1021/acs.est.1c08302,Peanut shell,Agricultural,41.2,37.4,5.0,4.5,5.8,600,15,1.5,N2,394.1,0.22,0.0601,0.1599,2.2,61.6,3.2,1.28,28.1,0.623,0.342,10.1,ZnO,0.0,1.91,126.6,95.8,34.0,92.1,3.44,7.0,10.0,50,4,25
DP-0391,Ma_2023,10.1016/j.seppur.2022.122521,Peanut shell,Agricultural,35.0,19.7,7.8,8.0,0.5,550,20,0.5,N2,348.0,0.2358,0.0682,0.1676,2.7,65.9,2.5,1.29,29.8,0.455,0.339,9.4,Fe-loading,13.1,0.0,211.1,166.3,41.1,101.6,1.11,7.0,4.0,20,12,25
DP-0392,Palansooriya_2022,10.1021/acs.est.1c08302,Banana peel,Agricultural,45.7,16.6,18.9,7.3,10.3,600,10,1.0,N2,327.4,0.1977,0.1215,0.0762,2.4,77.8,1.7,0.82,9.4,0.262,0.091,8.3,Fe-loading,5.5,0.0,89.0,69.3,40.0,71.3,2.91,6.5,10.0,10,12,50
DP-0393,Palansooriya_2022,10.1021/acs.est.1c08302,Sugarcane bagasse,Agricultural,41.6,15.8,13.1,11.5,17.5,500,20,2.0,N2,326.3,0.173,0.0549,0.1181,2.1,61.2,2.7,0.81,17.8,0.529,0.218,8.7,Base-treatment,0.0,0.1,63.9,59.4,16.3,42.6,1.96,6.0,1.0,50,24,30
DP-0394,Shen_2024,10.1016/j.jhazmat.2024.133442,Coconut shell,Woody,18.6,24.9,9.9,7.5,8.0,350,5,1.5,CO2,429.0,0.3194,0.0804,0.239,3.0,54.8,3.8,5.94,27.5,0.832,0.376,7.3,None,0.0,0.0,121.1,83.2,24.8,67.5,2.45,7.0,2.0,100,24,25
DP-0395,Sun_2022,10.1016/j.scitotenv.2022.154668,Corn stover,Agricultural,31.6,14.2,5.9,9.4,5.4,550,10,4.0,CO2,278.3,0.1558,0.1006,0.0552,2.2,64.1,2.5,1.89,26.1,0.468,0.305,6.8,None,0.0,0.0,95.8,107.5,42.6,71.4,3.73,7.0,2.0,200,4,35
DP-0396,Ma_2023,10.1016/j.seppur.2022.122521,Water hyacinth,Waste,50.9,28.6,17.7,12.9,0.5,550,5,2.0,N2,310.7,0.1998,0.073,0.1268,2.6,56.9,3.8,0.55,38.3,0.801,0.505,8.3,MgO,0.0,1.35,141.5,112.3,23.7,71.2,1.38,6.5,5.0,20,24,25
DP-0397,Shen_2024,10.1016/j.jhazmat.2024.133442,Rice husk,Agricultural,29.9,23.5,27.1,6.6,11.8,650,5,2.0,N2,416.9,0.2368,0.1699,0.0669,2.3,62.4,3.1,0.37,22.3,0.596,0.268,9.8,N-doping,0.0,1.73,109.7,62.3,24.8,66.6,3.14,7.0,1.0,200,6,30
DP-0398,Sun_2022,10.1016/j.scitotenv.2022.154668,Oak wood,Woody,37.6,12.2,16.4,8.5,9.9,500,5,2.0,N2,397.8,0.252,0.0621,0.1899,2.5,56.4,3.1,0.89,29.7,0.66,0.395,8.0,Base-treatment,0.0,0.98,121.8,104.0,12.6,72.3,2.1,6.0,1.0,100,1,50
DP-0399,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Rice husk,Agricultural,57.6,26.3,18.7,3.4,6.9,450,10,2.0,N2,288.2,0.2371,0.0516,0.1855,3.3,49.9,3.6,1.87,37.7,0.866,0.567,8.3,None,0.0,0.0,152.5,131.2,26.1,87.6,2.02,7.0,4.0,10,6,25
DP-0400,Yuan_2021,10.1021/acs.est.1c01849,Water hyacinth,Waste,39.7,27.0,15.7,9.1,2.8,750,30,1.0,CO2,446.8,0.2265,0.0864,0.1401,2.0,60.1,2.9,1.69,32.5,0.579,0.406,9.5,None,0.0,0.0,145.3,111.3,50.1,82.5,2.68,6.5,5.0,10,2,30
DP-0401,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,30.6,24.2,32.6,3.0,0.5,500,5,1.5,Ar,368.9,0.2323,0.0369,0.1954,2.5,57.9,4.0,2.28,35.3,0.829,0.457,9.7,Acid-treatment,0.0,1.94,145.8,105.7,46.7,77.7,2.11,7.0,1.0,10,48,25
DP-0402,Ma_2023,10.1016/j.seppur.2022.122521,Miscanthus,Agricultural,41.1,19.3,7.3,11.7,8.8,550,3,3.0,N2,310.8,0.2209,0.1192,0.1017,2.8,61.7,3.0,0.63,25.9,0.583,0.315,8.5,None,0.0,0.0,123.4,112.2,36.4,56.9,2.25,5.0,5.0,100,24,35
DP-0403,Sun_2022,10.1016/j.scitotenv.2022.154668,Sawdust,Woody,52.9,9.7,22.9,10.7,16.5,450,5,2.0,N2,308.5,0.1899,0.0502,0.1397,2.5,37.0,3.9,0.62,42.0,1.265,0.851,8.2,None,0.0,0.0,112.9,121.3,53.9,100.2,2.83,6.0,4.0,50,4,40
DP-0404,Ma_2023,10.1016/j.seppur.2022.122521,Corn stover,Agricultural,53.8,30.4,31.5,7.8,0.5,700,20,1.0,N2,404.7,0.2446,0.1801,0.0645,2.4,63.5,1.0,2.62,32.4,0.189,0.383,9.6,ZnO,0.0,1.71,154.0,114.8,59.2,70.9,3.89,6.0,10.0,50,24,25
DP-0405,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Cotton stalk,Agricultural,42.3,16.4,13.2,5.8,13.0,500,10,1.0,N2,350.4,0.2135,0.0417,0.1718,2.4,65.5,3.7,1.64,16.2,0.678,0.185,8.1,None,0.0,0.0,78.3,62.9,32.5,48.1,1.86,7.0,1.0,20,48,50
DP-0406,Long_2024,10.1016/j.chemosphere.2024.141584,Oak wood,Woody,32.5,19.8,10.5,4.6,3.9,700,15,1.0,CO2,457.1,0.2671,0.1545,0.1126,2.3,65.3,2.0,1.63,27.2,0.368,0.312,10.6,Fe-loading,4.5,0.0,167.8,113.2,40.1,90.6,2.5,5.5,5.0,20,6,20
DP-0407,Ma_2023,10.1016/j.seppur.2022.122521,Banana peel,Agricultural,34.6,17.0,28.4,6.7,5.7,600,5,2.0,CO2,366.5,0.2077,0.0793,0.1284,2.3,57.2,2.7,1.09,33.3,0.566,0.437,8.3,None,0.0,0.0,143.7,100.0,33.3,86.9,2.04,6.0,5.0,100,48,35
DP-0408,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corn stover,Agricultural,45.1,14.5,26.3,9.0,12.2,650,20,0.5,Ar,405.6,0.2956,0.0927,0.2029,2.9,63.5,1.7,0.83,21.8,0.321,0.257,8.9,None,0.0,0.0,100.3,93.5,18.7,49.5,2.24,6.0,4.0,20,4,25
DP-0409,Long_2024,10.1016/j.chemosphere.2024.141584,Peanut shell,Agricultural,37.4,12.6,5.0,5.8,10.1,800,5,2.0,Ar,448.1,0.2699,0.167,0.1029,2.4,78.6,1.9,0.63,8.8,0.29,0.084,9.7,Fe-loading,10.6,0.0,126.7,135.1,15.3,79.9,2.98,4.0,1.0,200,2,40
DP-0410,Shen_2024,10.1016/j.jhazmat.2024.133442,Bamboo,Woody,26.8,16.7,28.2,7.0,12.6,650,5,2.0,N2,457.8,0.2581,0.1475,0.1106,2.3,70.4,2.8,2.61,11.6,0.477,0.124,9.4,N-doping,0.0,1.91,74.4,26.8,12.3,39.2,3.78,5.0,5.0,100,1,25
DP-0411,Sun_2022,10.1016/j.scitotenv.2022.154668,Corn stover,Agricultural,49.4,30.5,24.3,9.2,7.3,450,5,1.0,N2,252.3,0.2301,0.083,0.1471,3.6,56.3,5.3,0.2,30.9,1.13,0.412,9.8,N-doping,0.0,1.21,127.9,105.5,27.7,62.4,2.37,5.5,5.0,20,2,25
DP-0412,Palansooriya_2022,10.1021/acs.est.1c08302,Sawdust,Woody,42.7,23.4,20.8,8.2,2.2,600,5,3.0,N2,397.2,0.2044,0.1448,0.0596,2.1,66.9,2.7,2.32,25.9,0.484,0.29,9.0,None,0.0,0.0,127.2,97.1,42.1,71.7,3.07,6.5,0.5,20,12,20
DP-0413,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Walnut shell,Woody,26.2,14.1,5.0,8.3,1.2,400,10,2.0,N2,459.0,0.3161,0.1195,0.1966,2.8,48.2,3.8,4.26,42.5,0.946,0.661,7.5,None,0.0,0.0,160.3,130.0,46.5,112.5,3.51,6.5,5.0,20,12,30
